new_id,sentiment
Too Good%:%Drake Featuring Rihanna,0.9987
We Don't Talk Anymore%:%Charlie Puth Featuring Selena Gomez,-0.9082
Hallelujah%:%Leonard Cohen,0.9998
We The People....%:%A Tribe Called Quest,-0.9909
Setting Fires%:%The Chainsmokers Featuring XYLO,-0.9229
It Don't Hurt Like It Used To%:%Billy Currington,0.9791
Shout Out To My Ex%:%Little Mix,0.9982
Wishing%:%DJ Drama Featuring Chris Brown,0.9692
"Sit Still, Look Pretty%:%Daya",0.9993
Money Longer%:%Lil Uzi Vert,-0.9965
I Know Somebody%:%LOCASH,0.9967
All Eyez%:%The Game Featuring Jeremih,-0.5068
"Wat U Mean (Aye, Aye, Aye)%:%Dae Dae",0.0
Hold Up%:%Beyonce,-0.9879
Gangsta%:%Kehlani,0.3352
Hymn For The Weekend%:%Coldplay,-0.9925
Froze%:%Meek Mill Featuring Lil Uzi Vert,-0.9948
Offended%:%Meek Mill Featuring Young Thug,-0.9992
"Two Birds, One Stone%:%Drake",0.8557
On The Regular%:%Meek Mill,-0.9767
The Difference%:%Meek Mill Featuring Quavo,-0.9995
Blue Notes%:%Meek Mill,-0.9707
Blessed Up%:%Meek Mill,0.9971
Cool Girl%:%Tove Lo,0.9981
Into You%:%Ariana Grande,-0.9719
Controlla%:%Drake,0.9818
A-YO%:%Lady Gaga,-0.1511
Perfect Illusion%:%Lady Gaga,0.9992
This Girl%:%Kungs vs Cookin' On 3 Burners,0.0
Why You Always Hatin?%:%YG Featuring Drake,0.998
CRZY%:%Kehlani,-0.9899
Lockjaw%:%French Montana Featuring Kodak Black,-0.9804
You & Me%:%Marc E. Bassy Featuring G-Eazy,-0.0036
For Free%:%DJ Khaled Featuring Drake,0.9963
Work From Home%:%Fifth Harmony Featuring Ty Dolla $ign,0.974
Blow Your Mind (Mwah)%:%Dua Lipa,0.9987
Different For Girls%:%Dierks Bentley Featuring Elle King,-0.8666
THat Part%:%ScHoolboy Q Featuring Kanye West,-0.9967
All In My Head (Flex)%:%Fifth Harmony Featuring Fetty Wap,0.9976
I Met A Girl%:%William Michael Morgan,0.9919
I Got The Keys%:%DJ Khaled Featuring Jay Z,0.9938
Just Like Fire%:%P!nk,0.8328
Father Stretch My Hands Pt. 1%:%Kanye West,-0.7179
Peter Pan%:%Kelsea Ballerini,-0.423
Kids%:%OneRepublic,0.9856
Cranes In The Sky%:%Solange,0.9736
Low Life%:%Future Featuring The Weeknd,-0.9966
Make You Miss Me%:%Sam Hunt,0.9937
Don't Touch My Hair%:%Solange Featuring Sampha,-0.9588
Work%:%Rihanna Featuring Drake,0.0
I Took A Pill In Ibiza%:%Mike Posner,0.7916
Never Be Like You%:%Flume Featuring Kai,-0.9853
H.O.L.Y.%:%Florida Georgia Line,0.9867
Mama Said%:%Lukas Graham,0.9932
Me Too%:%Meghan Trainor,0.9904
With You Tonight / Hasta El Amanecer%:%Nicky Jam,0.9926
You Look Like I Need A Drink%:%Justin Moore,0.9943
No Shopping%:%French Montana Featuring Drake,0.994
7 Years%:%Lukas Graham,0.9916
Cancer%:%twenty one pilots,0.9627
My PYT%:%Wale,0.9985
Grass Ain't Greener%:%Chris Brown,0.9889
Stressed Out%:%twenty one pilots,0.9979
Don't Mind%:%Kent Jones,0.992
Rise%:%Katy Perry,0.5763
Make Me...%:%Britney Spears Featuring G-Eazy,0.8702
She's Got A Way With Words%:%Blake Shelton,-0.9478
Childs Play%:%Drake,0.9967
American Country Love Song%:%Jake Owen,0.997
Sorry%:%Beyonce,0.8855
From The Ground Up%:%Dan + Shay,0.9971
Kill Em With Kindness%:%Selena Gomez,-0.9981
Famous%:%Kanye West,0.9924
Cake By The Ocean%:%DNCE,-0.5622
Wicked%:%Future,-0.9997
Wyclef Jean%:%Young Thug,0.9923
Record Year%:%Eric Church,0.9814
Church Bells%:%Carrie Underwood,0.9826
Love Yourself%:%Justin Bieber,0.9954
Nikes%:%Frank Ocean,0.9713
Ivy%:%Frank Ocean,0.8802
Pink + White%:%Frank Ocean,0.9844
Solo%:%Frank Ocean,-0.9844
Nights%:%Frank Ocean,-0.9993
Uber Everywhere%:%MadeinTYO,0.9814
Hit Or Miss%:%Jacob Sartorius,0.9991
Fix%:%Chris Lane,0.9912
Toothbrush%:%DNCE,0.7729
Pop Style%:%Drake Featuring The Throne,-0.8147
Lights Come On%:%Jason Aldean,0.9954
Castaway%:%Zac Brown Band,0.9983
No Money%:%Galantis,-0.3049
Wasted Time%:%Keith Urban,0.8224
Let It Go%:%James Bay,-0.8806
Sorry%:%Justin Bieber,0.9115
Head Over Boots%:%Jon Pardi,0.9948
Bohemian Rhapsody%:%Panic! At The Disco,-0.9746
Close%:%Nick Jonas Featuring Tove Lo,0.9912
Wake Up%:%Fetty Wap,0.8972
"Huntin', Fishin' & Lovin' Every Day%:%Luke Bryan",0.9856
My House%:%Flo Rida,0.9965
Dangerous Woman%:%Ariana Grande,0.9901
Lush Life%:%Zara Larsson,0.9865
Holy Key%:%DJ Khaled Featuring Big Sean,0.972
Brand New%:%Ben Rector,0.9959
Wherever I Go%:%OneRepublic,-0.967
Back On Road%:%Gucci Mane,-0.954
P**** Print%:%Gucci Mane Featuring Kanye West,0.9906
Light It Up%:%Major Lazer Featuring Nyla,0.9393
Lost Boy%:%Ruth B,0.9871
Never Forget You%:%Zara Larsson,-0.1769
Girls Talk Boys%:%5 Seconds Of Summer,0.9475
Body Say%:%Demi Lovato,0.9823
No%:%Meghan Trainor,-0.9907
M.I.L.F. $%:%Fergie,0.9484
Night's On Fire%:%David Nail,0.9895
Ophelia%:%The Lumineers,0.9902
Body%:%Dreezy Featuring Jeremih,0.9969
Pillowtalk%:%Zayn,-0.9831
"Me, Myself & I%:%G-Eazy x Bebe Rexha",0.0
T-Shirt%:%Thomas Rhett,0.9978
Noise%:%Kenny Chesney,0.9014
Came Here To Forget%:%Blake Shelton,0.9846
Bored To Death%:%Blink-182,-0.9488
Oui%:%Jeremih,0.9891
Wild Things%:%Alessia Cara,-0.9876
The Sound Of Silence%:%Disturbed,-0.3567
Messin' Around%:%Pitbull Featuring Enrique Iglesias,0.9984
Still Here%:%Drake,0.9922
Hype%:%Drake,-0.9812
Flexicution%:%Logic,0.6622
Really Really%:%Kevin Gates,0.9507
Think Of You%:%Chris Young Duet With Cassadee Pope,0.0
Grammys%:%Drake Featuring Future,0.9991
Try Everything%:%Shakira,-0.7953
Champions%:%Kanye West,-0.9975
Dark Necessities%:%Red Hot Chili Peppers,0.9439
2 Phones%:%Kevin Gates,-0.9942
Humble And Kind%:%Tim McGraw,0.9977
What The World Needs Now Is Love%:%Broadway For Orlando,0.0
Ain't No Stopping Us Now%:%Kane Brown,0.9175
Kiss It Better%:%Rihanna,0.9988
Exchange%:%Bryson Tiller,0.9372
Somewhere On A Beach%:%Dierks Bentley,0.9885
Sweatshirt%:%Jacob Sartorius,0.9427
With You%:%Drake Featuring PARTYNEXTDOOR,-0.4995
Might Not%:%Belly Featuring The Weeknd,-0.643
Faded%:%Alan Walker,-0.5385
Middle%:%DJ Snake Featuring Bipolar Sunshine,0.9641
My Church%:%Maren Morris,0.9958
Snapback%:%Old Dominion,0.9606
Nothing Is Promised%:%Mike WiLL Made-It x Rihanna,0.0
Mind Reader%:%Dustin Lynch,0.9988
Formation%:%Beyonce,0.9943
Feel No Ways%:%Drake,0.9699
Law%:%Yo Gotti Featuring E-40,-0.9984
Piece By Piece%:%Kelly Clarkson,0.9973
Moolah%:%Young Greatness,0.9425
Youth%:%Troye Sivan,0.9606
If It Ain't Love%:%Jason Derulo,0.9986
9%:%Drake,0.9966
One Call Away%:%Charlie Puth,0.9891
Lonesome Broken And Blue%:%Adam Wakefield,0.0
U With Me?%:%Drake,0.9668
Fire & Desire%:%Drake,0.9794
Redemption%:%Drake,0.9967
Stitches%:%Shawn Mendes,-0.9914
Roses%:%The Chainsmokers Featuring Rozes,0.974
Don't%:%Bryson Tiller,-0.9195
Weston Road Flows%:%Drake,0.9861
Keep The Family Close%:%Drake,0.9954
Faithful%:%Drake Featuring Pimp C,0.9981
Blessings%:%Chance The Rapper Featuring Ty Dolla $ign,0.9997
Promise%:%Kid Ink Featuring Fetty Wap,0.9991
Go Ahead And Break My Heart%:%Blake Shelton Featuring Gwen Stefani,0.9933
Ain't Your Mama%:%Jennifer Lopez,0.9875
6 Inch%:%Beyonce Featuring The Weeknd,0.8916
I Like The Sound Of That%:%Rascal Flatts,0.9983
Confession%:%Florida Georgia Line,0.9758
Team%:%Iggy Azalea,0.8634
Don't Hurt Yourself%:%Beyonce Featuring Jack White,-0.1093
All Night%:%Beyonce,0.9987
Freedom%:%Beyonce Featuring Kendrick Lamar,0.9971
Daddy Lessons%:%Beyonce,0.9443
Pray You Catch Me%:%Beyonce,0.9857
Sandcastles%:%Beyonce,0.6745
Love Drought%:%Beyonce,-0.833
True Colors%:%Zedd,0.9437
Views%:%Drake,0.9836
Summer Sixteen%:%Drake,-0.9616
Purple Rain%:%Prince And The Revolution,0.9409
When Doves Cry%:%Prince,-0.998
Little Red Corvette%:%Prince,-0.9062
Kiss%:%Prince And The Revolution,0.9925
Let's Go Crazy%:%Prince And The Revolution,-0.9909
1999%:%Prince,0.9997
Raspberry Beret%:%Prince And The Revolution,0.9948
I Would Die 4 U%:%Prince And The Revolution,-0.9866
Jumpman%:%Drake,0.9954
Forward%:%Beyonce Featuring James Blake,0.9022
Back To Sleep%:%Chris Brown,-0.958
You Should Be Here%:%Cole Swindell,0.9904
New Level%:%A$AP Ferg Featuring Future,0.9865
Company%:%Justin Bieber,0.9828
Acquainted%:%The Weeknd,0.978
That Don't Sound Like You%:%Lee Brice,0.9726
Hands To Myself%:%Selena Gomez,0.9616
Hello%:%Adele,-0.9175
Down In The DM%:%Yo Gotti Featuring Nicki Minaj,0.7408
The Hills%:%The Weeknd,-0.9937
New Romantics%:%Taylor Swift,0.9986
Drunk On Your Love%:%Brett Eldredge,0.9995
Saved%:%Ty Dolla $ign Featuring E-40,-0.7946
Little Bit Of You%:%Chase Bryant,0.9956
Might Be%:%DJ Luke Nasty,-0.5439
Pt. 2%:%Kanye West,-0.9825
Jimmy Choo%:%Fetty Wap,0.4951
Let Me Love You%:%Ariana Grande Featuring Lil Wayne,0.9994
Die A Happy Man%:%Thomas Rhett,0.9959
Nobody To Blame%:%Chris Stapleton,-0.9935
Waves%:%Kanye West,0.8655
Sugar%:%Robin Schulz Featuring Francesco Yates,0.9237
Ultralight Beam%:%Kanye West,0.9984
Victorious%:%Panic! At The Disco,0.9921
Hotline Bling%:%Drake,0.0
When We Were Young%:%Adele,0.9877
Best Friend%:%Young Thug,0.9928
FML%:%Kanye West,0.9864
Tennessee Whiskey%:%Chris Stapleton,0.9971
Real Friends%:%Kanye West,0.9892
Beautiful Drug%:%Zac Brown Band,0.9926
Heartbeat%:%Carrie Underwood,0.9928
Feedback%:%Kanye West,0.9658
679%:%Fetty Wap Featuring Remy Boyz,0.9389
What Do You Mean?%:%Justin Bieber,0.9958
Say It%:%Tory Lanez,0.9952
Like I'm Gonna Lose You%:%Meghan Trainor Featuring John Legend,0.9969
White Iverson%:%Post Malone,0.2073
Like I Would%:%Zayn,-0.9911
Stand By You%:%Rachel Platten,0.5129
I Know What You Did Last Summer%:%Shawn Mendes,0.5751
With Them%:%Young Thug,-0.9987
Home Alone Tonight%:%Luke Bryan Featuring Karen Fairchild,0.193
Digits%:%Young Thug,0.9888
Something In The Way You Move%:%Ellie Goulding,-0.9012
Make Me Like You%:%Gwen Stefani,0.9858
Be Alright%:%Ariana Grande,0.9957
Hide Away%:%Daya,0.9973
Here%:%Alessia Cara,0.9916
Same Old Love%:%Selena Gomez,0.9955
Ex's & Oh's%:%Elle King,0.988
In The Night%:%The Weeknd,-0.0129
Adventure Of A Lifetime%:%Coldplay,0.9941
Backroad Song%:%Granger Smith,0.9931
Something New%:%Zendaya Featuring Chris Brown,0.947
Sorry Not Sorry%:%Bryson Tiller,-0.9933
Can't Feel My Face%:%The Weeknd,0.0
We Went%:%Randy Houser,0.9599
Break On Me.%:%Keith Urban,0.9803
Untitled 02 l 06.23.2014.%:%Kendrick Lamar,-0.8902
Untitled 07 l Levitate%:%Kendrick Lamar,0.9229
Watch Out%:%2 Chainz,-0.9989
Get Ugly%:%Jason Derulo,0.9983
Gotta Lotta%:%2 Chainz Featuring Lil Wayne,0.9818
Antidote%:%Travis Scott,0.708
Lean On%:%Major Lazer,-0.9338
It's You%:%Zayn,0.3226
Hello Friday%:%Flo Rida Featuring Jason Derulo,-0.1201
Perfect%:%One Direction,0.9995
$ave Dat Money%:%Lil Dicky Featuring Fetty Wap,0.9788
Til It Happens To You%:%Lady Gaga,-0.9032
Walking On A Dream%:%Empire Of The Sun,0.9058
History%:%One Direction,0.9912
Wildest Dreams%:%Taylor Swift,0.996
Dibs%:%Kelsea Ballerini,0.9971
Out Of The Woods%:%Taylor Swift,0.9995
Hollow%:%Tori Kelly,0.9957
Look At My Dab%:%Migos,-0.9995
I Love This Life%:%LOCASH,0.9994
Break Up In A Small Town%:%Sam Hunt,0.9856
On My Mind%:%Ellie Goulding,0.9675
Confident%:%Demi Lovato,-0.9972
Stay A Little Longer%:%Brothers Osborne,0.9667
All I Ask%:%Adele,0.9821
Good To Be Alive (Hallelujah)%:%Andy Grammer,0.9999
Bang My Head%:%David Guetta Featuring Sia,-0.8735
Irresistible%:%Fall Out Boy,0.9994
Do It Like Me%:%DLOW,0.9763
Dessert%:%Dawin,-0.9993
Fly S**t Only%:%Future,0.9998
Bake Sale%:%Wiz Khalifa Featuring Travi$ Scott,-0.9953
Die A Happy Man%:%Nelly,0.9971
WTF (Where They From)%:%Missy Elliott Featuring Pharrell Williams,0.9945
Whisper%:%Chase Rice,-0.9615
No Role Modelz%:%J. Cole,-0.9994
Again%:%Fetty Wap,0.9895
Big Rings%:%Drake,-0.893
Country Nation%:%Brad Paisley,0.9109
Back Up%:%DeJ Loaf Featuring Big Sean,-0.9989
Jam%:%Kevin Gates Featuring Trey Songz,0.9629
Alive%:%Sia,0.9843
Play No Games%:%Big Sean Featuring Chris Brown,-0.6188
I Got The Boy%:%Jana Kramer,0.9874
Mr. Misunderstood%:%Eric Church,-0.996
Focus%:%Ariana Grande,0.9995
Gonna Know We Were Here%:%Jason Aldean,0.9918
Emperor's New Clothes%:%Panic! At The Disco,-0.9845
Locked Away%:%R. City Featuring Adam Levine,0.9956
I'll Show You%:%Justin Bieber,0.9822
New Americana%:%Halsey,0.9803
Death Of A Bachelor%:%Panic! At The Disco,0.8628
Lay It All On Me%:%Rudimental Featuring Ed Sheeran,0.9898
Right Hand%:%Drake,0.9324
Come Get Her%:%Rae Sremmurd,0.9836
Ginza%:%J Balvin,0.6808
Trap Queen%:%Fetty Wap,0.9575
Lazarus%:%David Bowie,0.8933
Space Oddity%:%David Bowie,0.6655
Under Pressure%:%Queen,0.9985
Blackstar%:%David Bowie,-0.5811
Used To Love You%:%Gwen Stefani,0.9944
Gonna%:%Blake Shelton,0.9752
RGF Island%:%Fetty Wap,-0.9879
Blase%:%Ty Dolla $ign Featuring Future,0.9845
Where Ya At%:%Future Featuring Drake,-0.9997
Top Of The World%:%Tim McGraw,0.9994
Smoke Break%:%Carrie Underwood,0.9528
Burning House%:%Cam,0.9996
Purpose%:%Justin Bieber,0.9925
Liquor%:%Chris Brown,-0.9979
Stick Talk%:%Future,-0.9796
The Feeling%:%Justin Bieber Featuring Halsey,0.9992
Zero%:%Chris Brown,0.3294
Jugg%:%Fetty Wap Featuring Monty,0.9801
Hallelujah%:%Lindsey Stirling,0.0
Little More (Royalty)%:%Chris Brown,0.9992
Mary Did You Know%:%Jordan Smith,0.9552
Good For You%:%Selena Gomez Featuring A$AP Rocky,0.9982
Cheerleader%:%OMI,0.9968
Drag Me Down%:%One Direction,0.968
Burning House%:%Emily Ann Roberts,-0.843
Climb Every Mountain%:%Jordan Smith,0.9231
Back To Back%:%Drake,0.9802
Nothin' Like You%:%Dan + Shay,0.9302
Strip It Down%:%Luke Bryan,-0.9565
God Only Knows%:%Jordan Smith,0.9896
Renegades%:%X Ambassadors,0.9496
Mark My Words%:%Justin Bieber,0.438
Already Callin' You Mine%:%Parmalee,0.9688
Random%:%G-Eazy,0.7709
No Pressure%:%Justin Bieber Featuring Big Sean,0.8747
Sorry%:%Rick Ross Featuring Chris Brown,0.4414
Drifting%:%G-Eazy Featuring Chris Brown,0.9953
My Way%:%Fetty Wap Featuring Monty,-0.998
I'm Comin' Over%:%Chris Young,-0.964
Photograph%:%Ed Sheeran,0.9866
How Deep Is Your Love%:%Calvin Harris,0.9996
No Sense%:%Justin Bieber Featuring Travi$ Scott,0.9782
Girls Just Want To Have Fun%:%Madi Davis,0.9986
Let Me See Ya Girl%:%Cole Swindell,0.9901
Remedy%:%Adele,-0.0636
Life Is Worth Living%:%Justin Bieber,0.9845
Love Myself%:%Hailee Steinfeld,0.999
Rich $ex%:%Future,0.9985
Break Up With Him%:%Old Dominion,0.9189
Children%:%Justin Bieber,0.9957
Been You%:%Justin Bieber,-0.9766
If I Could Fly%:%One Direction,0.9042
Olivia%:%One Direction,0.9962
We Are%:%Justin Bieber Featuring Nas,-0.9911
Get Used To It%:%Justin Bieber,0.9942
A.M.%:%One Direction,0.9761
Temporary Fix%:%One Direction,0.9963
Trust%:%Justin Bieber,0.9995
Never Enough%:%One Direction,-0.8155
Shut Up And Dance%:%WALK THE MOON,-0.3802
Thinking Out Loud%:%Ed Sheeran,0.999
Fight Song%:%Rachel Platten,-0.8514
Writing's On The Wall%:%Sam Smith,0.9762
Anything Goes%:%Florida Georgia Line,0.995
Cool For The Summer%:%Demi Lovato,0.994
Comfortable%:%K Camp,0.9971
Save It For A Rainy Day%:%Kenny Chesney,0.9756
Diamonds Dancing%:%Drake,-0.9156
Traveller%:%Chris Stapleton,-0.817
Hold My Hand%:%Jess Glynne,0.9991
Levels%:%Nick Jonas,0.9979
Want To Want Me%:%Jason Derulo,0.9174
All Eyes On You%:%Meek Mill Featuring Chris Brown,0.9987
Scholarships%:%Drake,0.9953
Digital Dash%:%Drake,-0.9987
Sugar%:%Maroon 5,0.9989
Marvin Gaye%:%Charlie Puth Featuring Meghan Trainor,0.9856
Home%:%One Direction,0.9421
Used To Love You Sober%:%Kane Brown,0.9886
Gonna Wanna Tonight%:%Chase Rice,0.959
Nothing But Trouble (Instagram Models)%:%Lil Wayne,0.9776
Powerful%:%Major Lazer Featuring Ellie Goulding,0.9966
100%:%The Game Featuring Drake,-0.9918
Flex (Ooh Ooh Ooh)%:%Rich Homie Quan,0.7142
Worth It%:%Fifth Harmony Featuring Kid Ink,0.9986
Lose My Mind%:%Brett Eldredge,-0.9768
This Could Be Us%:%Rae Sremmurd,-0.9567
"John Cougar, John Deere, John 3:16%:%Keith Urban",0.9896
Live From The Gutter%:%Drake,-0.9965
I'm The Plug%:%Drake,-0.7348
Can't Sleep Love%:%Pentatonix,-0.9874
Earned It (Fifty Shades Of Grey)%:%The Weeknd,0.9989
Bad Blood%:%Taylor Swift Featuring Kendrick Lamar,-0.9953
El Perdon (Forgiveness)%:%Nicky Jam,-0.9581
House Party%:%Sam Hunt,0.9528
Fly%:%Maddie,-0.7964
Change Locations%:%Drake,0.9933
Love Me%:%The 1975,0.9974
Uma Thurman%:%Fall Out Boy,0.9983
Planez%:%Jeremih Featuring J. Cole,-0.9872
Buy Me A Boat%:%Chris Janson,0.9945
Plastic Bag%:%Drake,0.9928
Jersey%:%Future,0.8027
Cecilia And The Satellite%:%Andrew McMahon In The Wilderness,0.9806
Ghost Town%:%Adam Lambert,0.9966
Hold Each Other%:%A Great Big World Featuring FUTURISTIC,0.9938
Infinity%:%One Direction,0.9982
Black Magic%:%Little Mix,0.9984
30 For 30 Freestyle%:%Drake,-0.9875
Kick The Dust Up%:%Luke Bryan,0.9823
"Honey, I'm Good.%:%Andy Grammer",0.9993
Crash And Burn%:%Thomas Rhett,0.9296
"I Don't Like It, I Love It%:%Flo Rida Featuring Robin Thicke",0.9991
Alright%:%Kendrick Lamar,-0.9882
R.I.C.O.%:%Meek Mill Featuring Drake,-0.7937
Post To Be%:%Omarion Featuring Chris Brown,0.9967
Tell Your Friends%:%The Weeknd,-0.9865
Hell Of A Night%:%Dustin Lynch,-0.9818
She's Kinda Hot%:%5 Seconds Of Summer,0.9836
About You%:%Trey Songz,0.9963
Real Life%:%Jake Owen,-0.9375
Should've Been Us%:%Tori Kelly,0.5659
Firestone%:%Kygo Featuring Conrad,0.9945
Loving You Easy%:%Zac Brown Band,0.9982
Beautiful Now%:%Zedd Featuring Jon Bellion,0.9995
Real Life%:%The Weeknd,0.9804
Rotten To The Core%:%Dove Cameron,-0.9973
Burn Slow%:%Wiz Khalifa Featuring Rae Sremmurd,-0.7048
One Man Can Change The World%:%Big Sean Featuring Kanye West,0.9992
Cheyenne%:%Jason Derulo,0.9988
Omen%:%Disclosure Featuring Sam Smith,0.0721
Shameless%:%The Weeknd,0.9976
The Night Is Still Young%:%Nicki Minaj,0.9894
Hey Mama%:%David Guetta Featuring Nicki Minaj,0.9956
Roots%:%Imagine Dragons,-0.9876
Young & Crazy%:%Frankie Ballard,0.9622
Jet Black Heart%:%5 Seconds Of Summer,-0.9787
B**** Better Have My Money%:%Rihanna,-0.9615
Love Me Like You Do%:%Ellie Goulding,0.9987
Nasty Freestyle%:%T-Wayne,-0.8452
Straight Outta Compton%:%N.W.A,-0.9993
Boyz-N-The Hood%:%Eazy-E,-0.9962
Be Real%:%Kid Ink Featuring DeJ Loaf,0.9818
Sangria%:%Blake Shelton,0.9915
Kiss You In The Morning%:%Michael Ray,0.9944
One Hell Of An Amen%:%Brantley Gilbert,-0.971
High By The Beach%:%Lana Del Rey,-0.9542
I'm To Blame%:%Kip Moore,-0.971
Talking Body%:%Tove Lo,0.9888
Like A Wrecking Ball%:%Eric Church,0.8548
Wet Dreamz%:%J. Cole,-0.9928
Tonight Looks Good On You%:%Jason Aldean,0.9987
Fun%:%Pitbull Featuring Chris Brown,0.9981
How Many Times%:%DJ Khaled Featuring Chris Brown,-0.9979
Fly Away%:%5 Seconds Of Summer,0.9935
If Only%:%Dove Cameron,0.9954
Commas%:%Future,-0.9963
100 Grandkids%:%Mac Miller,0.9983
Take Your Time%:%Sam Hunt,0.9985
Slow Motion%:%Trey Songz,0.9194
Charged Up%:%Drake,-0.9956
Love You Like That%:%Canaan Smith,0.9993
Crushin' It%:%Brad Paisley,0.9836
The Matrimony%:%Wale Featuring Usher,0.9985
Girl Crush%:%Little Big Town,0.9658
Elastic Heart%:%Sia,0.9986
Shake It Off%:%Taylor Swift,0.0
No Sleeep%:%Janet Featuring J. Cole,0.9973
Fire N Gold%:%Bea Miller,-0.9557
Love Me Like You Mean It%:%Kelsea Ballerini,0.9991
Bright%:%Echosmith,0.9967
Kings Never Die%:%Eminem Featuring Gwen Stefani,-0.9946
Yoga%:%Janelle Monae,0.9722
Back It Up%:%Prince Royce Featuring Jennifer Lopez,0.99
Like I Can%:%Sam Smith,-0.9958
Baby Be My Love Song%:%Easton Corbin,0.9973
Sippin' On Fire%:%Florida Georgia Line,0.9538
Blow A Bag%:%Future,-0.8008
Tear In My Heart%:%twenty one pilots,0.9985
Dance Like We're Making Love%:%Ciara,0.9969
Style%:%Taylor Swift,0.9894
Don't It%:%Billy Currington,0.9973
Little Toy Guns%:%Carrie Underwood,0.9993
I Really Like You%:%Carly Rae Jepsen,0.9984
Lord Knows%:%Meek Mill,-0.9995
Jump Out The Face%:%Meek Mill Featuring Future,0.9899
Hood Go Crazy%:%Tech N9Ne Featuring 2 Chainz,-0.9927
Love Is Your Name%:%Steven Tyler,0.9908
Bad For You%:%Meek Mill Featuring Nicki Minaj,-0.9241
Diamond Rings And Old Barstools%:%Tim McGraw With Catherine Dunn,0.0
Smoke%:%A Thousand Horses,0.9877
Brother%:%NEEDTOBREATHE Featuring Gavin DeGraw,-0.838
Budapest%:%George Ezra,0.9884
Blank Space%:%Taylor Swift,-0.925
Coffee%:%Miguel,0.9979
Know Yourself%:%Drake,-0.9978
Flashlight%:%Jessie J,0.9914
Dear Future Husband%:%Meghan Trainor,0.9985
One Last Time%:%Ariana Grande,0.993
Energy%:%Drake,-0.996
Wild Child%:%Kenny Chesney With Grace Potter,0.0
B**** I'm Madonna%:%Madonna Featuring Nicki Minaj,0.9982
Pretty Girls%:%Britney Spears,0.9986
Check%:%Young Thug,0.9075
Blessings%:%Big Sean Featuring Drake,0.9991
Lay Me Down%:%Sam Smith,0.9448
Sparks%:%Hilary Duff,0.9964
Believe%:%Mumford,0.968
I Don't Get Tired (#IDGT)%:%Kevin Gates Featuring August Alsina,0.8129
Flicka Da Wrist%:%Chedda Da Connect,0.9796
Time Of Our Lives%:%Pitbull,0.8234
Chains%:%Nick Jonas,0.9983
3500%:%Travi$ Scott Featuring Future,-0.998
I Want You To Know%:%Zedd Featuring Selena Gomez,-0.9535
L$D%:%A$AP Rocky,0.9946
Phenomenal%:%Eminem,0.868
"Ulay, Oh%:%How I Became The Bomb",0.982
Truffle Butter%:%Nicki Minaj Featuring Drake,-0.9689
FourFiveSeconds%:%Rihanna,0.8369
Electric Body%:%A$AP Rocky Featuring ScHoolboy Q,0.888
You Changed Me%:%Jamie Foxx Featuring Chris Brown,0.9963
Get Low%:%Dillon Francis,-0.999
All About That Bass%:%Meghan Trainor,0.7119
Homegrown%:%Zac Brown Band,0.9924
Heartbeat Song%:%Kelly Clarkson,0.9735
I Bet%:%Ciara,0.9976
King Kunta%:%Kendrick Lamar,-0.9944
Raise 'Em Up%:%Keith Urban Featuring Eric Church,0.9836
Feeling Myself%:%Nicki Minaj Featuring Beyonce,0.0
Take Me To Church%:%Hozier,-0.7746
Ayo%:%Chris Brown,-0.9916
Old Man%:%Sawyer Fredericks,-0.9694
She Don't Love You%:%Eric Paslay,-0.9924
Games%:%Luke Bryan,0.9757
Throw Sum Mo%:%Rae Sremmurd Featuring Nicki Minaj,-0.932
A Guy Walks Into A Bar%:%Tyler Farr,0.9868
Geronimo%:%Sheppard,0.9897
Say You Do%:%Dierks Bentley,0.3527
Nothing Without Love%:%Nate Ruess,0.9826
Beautiful Life%:%Nick Fradiani,0.999
Lips Are Movin%:%Meghan Trainor,0.9943
Ain't Worth The Whiskey%:%Cole Swindell,-0.9868
Nobody Love%:%Tori Kelly,-0.9991
American Oxygen%:%Rihanna,0.9362
10 Bands%:%Drake,0.9601
Centuries%:%Fall Out Boy,-0.8158
Simple Man%:%Sawyer Fredericks,-0.9994
Infinity%:%Mariah Carey,0.99
Legend%:%Drake,-0.9284
Hallelujah%:%Panic! At The Disco,0.9989
I Don't Mind%:%Usher Featuring Juicy J,0.978
Riptide%:%Vance Joy,0.9826
Drinking Class%:%Lee Brice,0.9374
Outside%:%Calvin Harris Featuring Ellie Goulding,0.9835
Little Red Wagon%:%Miranda Lambert,0.9901
Ride Out%:%Kid Ink,-0.9853
Only%:%Nicki Minaj Featuring Drake,-0.9989
Jealous%:%Nick Jonas,-0.9698
Stay With Me%:%Sam Smith,0.9364
Lonely Eyes%:%Chris Young,0.5417
Bills%:%LunchMoney Lewis,-0.9573
I Don't F**k With You%:%Big Sean Featuring E-40,0.9961
7/11%:%Beyonce,0.9813
Homegrown Honey%:%Darius Rucker,0.8131
Go Hard Or Go Home%:%Wiz Khalifa,0.9924
Immortals%:%Fall Out Boy,0.8519
Good Lovin%:%Ludacris Featuring Miguel,0.764
Goodbye%:%Who Is Fancy,0.8835
Animals%:%Maroon 5,0.999
Night Changes%:%One Direction,-0.9305
She Knows%:%Ne-Yo Featuring Juicy J,-0.9341
I Bet My Life%:%Imagine Dragons,-0.7554
CoCo%:%O.T. Genasis,0.9988
Apparently%:%J. Cole,0.9963
