new_id,url
EARFQUAKE%:%Tyler,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0?si=c6e2480c467b4c1f
Just Us%:%DJ Khaled Featuring SZA,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS?si=d6ada1880cfa4a6e
How About Now%:%Drake,https://open.spotify.com/track/4n4BflhWjCHIxrI4v7Xt9s?si=538a9edf1b164d9c
Middle Child%:%J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8?si=d76bcbf3ffc84adb
Thotiana%:%Blueface,https://open.spotify.com/track/5GBuCHuPKx6UC7VsSPK0t3?si=3c0e736b0da24d72
KIKA%:%6ix9ine Featuring Tory Lanez,https://open.spotify.com/track/0IFMbLUK5ttPmXyK16qUQu?si=09167c78f95e46db
Happy Xmas (War Is Over)%:%John,https://open.spotify.com/track/27RYrbL6S02LNVhDWVl38b?si=11034481f27e4640
Taste%:%Tyga Featuring Offset,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy?si=8d42b64225bd470d
Sad!%:%XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2?si=86619c3924ff441b
Overdue%:%Metro Boomin Featuring Travis Scott,https://open.spotify.com/track/6LyAwkJsHlW7RQ8S1cYAtM?si=72e0ca53359b47dd
New Patek%:%Lil Uzi Vert,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud?si=2ecfd3e473514cf5
Perfect%:%Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v?si=9890edd5a62d426c
Wasted%:%Juice WRLD Featuring Lil Uzi Vert,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe?si=b408c5f95ba146c7
Havana%:%Camila Cabello Featuring Young Thug,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W?si=fd520b09fca64a71
Welcome To The Party%:%Diplo,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO?si=3c244911f840406f
Dame Tu Cosita%:%Pitbull x El Chombo x Karol G Featuring Cutty Ranks,https://open.spotify.com/track/5tq6gO0LuNjmo9SRT1UcMv?si=c0a700095fb24dfc
Same Bitches%:%Post Malone Featuring G-Eazy,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1?si=3c13f1c9f1be4e20
Wake Me Up!%:%Avicii,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2?si=cf56931b876342aa
Get Up 10%:%Cardi B,https://open.spotify.com/track/7p2ewixAShLpjDZrnzZK7c?si=78d7893f700d4f8e
Lemon%:%N*E*R*D,https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS?si=8b4a8e5ccc784b43
OKRA%:%Tyler,https://open.spotify.com/track/74ZovzRxHBvCq5yIwe8boh?si=a4bfc5a429fa4b4e
Good Old Days%:%Macklemore Featuring Kesha,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X?si=479526c3799d4251
Gucci Gang%:%Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc?si=d67ed1ea2eef412d
End Game%:%Taylor Swift Featuring Ed Sheeran,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX?si=483af6568d9c42a6
1-800-273-8255%:%Logic Featuring Alessia Cara,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV?si=9254f22ca08941c1
Criminal%:%Natti Natasha x Ozuna,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C?si=504c53317462486c
Believer%:%Imagine Dragons,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP?si=78d95a5eaf034e3e
The Way Life Goes%:%Lil Uzi Vert Featuring Nicki Minaj,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc?si=c350f77fa8194677
Ice Tray%:%Quavo,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s?si=cfe385f80e8e4f74
Look What You Made Me Do%:%Taylor Swift,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il?si=f20888aca41b4228
Dusk Till Dawn%:%Zayn Featuring Sia,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP?si=f3662bb22188403a
The Race%:%Tay-K,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE?si=58f51f2dc540495f
Congratulations%:%Post Malone Featuring Quavo,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9?si=12d59688d6d648a5
Glorious%:%Macklemore Featuring Skylar Grey,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE?si=be63736836f24e46
Almost Like Praying%:%Lin-Manuel Miranda Featuring Artists For Puerto Rico,https://open.spotify.com/track/3dskm5fAe8OkBtM9E0VVWx?si=3e0385a2052244d5
Redbone%:%Childish Gambino,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR?si=d7e5a2f3f06c4595
Mask Off%:%Future,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx?si=665d2c1b1e2f46ff
Dark Queen%:%Lil Uzi Vert,https://open.spotify.com/track/2ZdCrBA52bb4pIG3tOOZiQ?si=bb5b93708bbc4165
Perplexing Pegasus%:%Rae Sremmurd,https://open.spotify.com/track/1ung2kajpw24AaHjBtPY3j?si=787cb3d5ac5c4b5c
First Day Out%:%Tee Grizzley,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z?si=48cadc51da574947
In The End%:%Linkin Park,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq?si=4ef0132666db4bd7
Jerika%:%Jake Paul,https://open.spotify.com/track/2eniWYYid1tEDZZEai3xZr?si=1fce3792794d462c
Rollin%:%Calvin Harris Featuring Future,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W?si=0c1d85792a1c4ba5
To The Max%:%DJ Khaled Featuring Drake,https://open.spotify.com/track/2of5xn0GU0TdFneR1saRLH?si=073202cd261d4bbf
Strangers%:%Halsey Featuring Lauren Jauregui,https://open.spotify.com/track/11EDhDAVDtGPoSar6ootYA?si=af7a134bf9eb4fbf
Deja Vu%:%Lauren Duski,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr?si=c9ddbcbfcd454c10
The Dance%:%Lauren Duski,https://open.spotify.com/track/1HQtmjBwA4257dxNTvG5Rt?si=180e6ae475c64c46
I Feel It Coming%:%The Weeknd Featuring Daft Punk,https://open.spotify.com/track/3dhjNA0jGA8vHBQ1VdD6vV?si=b563d184add5415e
Ghost In This House%:%Lauren Duski,https://open.spotify.com/track/6cl1vl6OU6RLr1C56wOn21?si=04087cabad2443b3
Down%:%Marian Hill,https://open.spotify.com/track/5eCkuGPZNl4mISFNPgr3Dd?si=81466d3cf66b4a61
Can't Stop The Feeling!%:%Justin Timberlake,https://open.spotify.com/track/1WkMMavIMc4JZ8cfMmxHkI?si=50eb4be4c0064a58
How Far I'll Go%:%Auli'i Cravalho,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd?si=a67fb47cbcf24886
Starboy%:%The Weeknd Featuring Daft Punk,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB?si=9983aaa52a794134
Black Beatles%:%Rae Sremmurd Featuring Gucci Mane,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo?si=f57e3bf319a3465d
Chantaje%:%Shakira Featuring Maluma,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg?si=a4701bc06add447c
Broccoli%:%D.R.A.M. Featuring Lil Yachty,https://open.spotify.com/track/0qy5D3OJre7SPJNMOL9I71?si=6b2d229446ea476d
Don't Let Me Down%:%The Chainsmokers Featuring Daya,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK?si=ce81524f95f244fa
Bad Romance%:%Lady Gaga,https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn?si=bf06fed24dee48b3
I Hate U I Love U%:%gnash Featuring Olivia O'Brien,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe?si=a1cc6e8ffb9447ca
Careless Whisper%:%Wham! Featuring George Michael,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY?si=67595950256c44bd
Pick Up The Phone%:%Young Thug And Travis Scott Featuring Quavo,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr?si=17f49eafdb3040b0
Sidewalks%:%The Weeknd Featuring Kendrick Lamar,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko?si=d7c26fc1755d40b2
This Is What You Came For%:%Calvin Harris Featuring Rihanna,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y?si=292d3147162445e8
One Dance%:%Drake Featuring WizKid,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0?si=6c621535c5754732
PPAP (Pen-Pineapple-Apple-Pen)%:%PIKOTARO,https://open.spotify.com/track/1Xq1fe5v8YF1wI7oXuCAAH?si=b245ecce722b439e
No Limit%:%Usher Featuring Young Thug,https://open.spotify.com/track/1CDBn2Lm7E63XKQDsdCq6O?si=6c25ba1842154f95
"Wat U Mean (Aye, Aye, Aye)%:%Dae Dae",https://open.spotify.com/track/46IdjlVO3EmaMqooXZ1Hcu?si=526c89d0ee78457c
Work From Home%:%Fifth Harmony Featuring Ty Dolla $ign,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb?si=be0684416a194df3
You Don't Own Me%:%Grace Featuring G-Eazy,https://open.spotify.com/track/6KI1ZpZWYAJLvmVhCJz65G?si=e4bc6345af234c4f
Purple Lamborghini%:%Skrillex,https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ?si=ed41a407756145aa
Love Yourself%:%Justin Bieber,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0?si=485b4f151f1844bf
Love Make The World Go Round%:%Jennifer Lopez,https://open.spotify.com/track/6UIVhrYrxVId5c4hkOcII7?si=a8cdbea02abc4ed5
Messin' Around%:%Pitbull Featuring Enrique Iglesias,https://open.spotify.com/track/2moTY9zKAZkRsODU4TUXY6?si=7deb0a95b4564561
Try Everything%:%Shakira,https://open.spotify.com/track/1N3dZ7TTWO6VcD4Y3hHYLZ?si=c578b46c26344100
Middle%:%DJ Snake Featuring Bipolar Sunshine,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK?si=15a7abb22b024ebe
My Boo%:%Ghost Town DJ's,https://open.spotify.com/track/2SIN7qUVEY1vCuuxp76VQ9?si=8b0fde55861c4d6d
Go Ahead And Break My Heart%:%Blake Shelton Featuring Gwen Stefani,https://open.spotify.com/track/6eJBihAzTWRxvvjJWuRQXM?si=82749585df264f5d
Hotline Bling%:%Drake,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7?si=1bd1d38f17df467a
See You Again%:%Wiz Khalifa Featuring Charlie Puth,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc?si=d654a06f3d994fdf
Uptown Funk!%:%Mark Ronson Featuring Bruno Mars,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS?si=8af774c04b444fb3
Downtown%:%Macklemore & Ryan Lewis Featuring Eric Nally,https://open.spotify.com/track/5pfJsMwoRYKampPay8amX0?si=f4e877cc6d564bd5
Hit The Quan%:%iLoveMemphis,https://open.spotify.com/track/4OjuzM3rTWp3q60mEldNSF?si=f1676c91b94240de
Hallelujah%:%Lindsey Stirling,https://open.spotify.com/track/1ekYzXIWgelL4Ai3pXMOfe?si=b9bb77618b9047ec
Climb Every Mountain%:%Jordan Smith,https://open.spotify.com/track/6GtMaEfcLyzwfglzSlqzyX?si=dfca72de09d34461
Hallelujah%:%Jordan Smith,https://open.spotify.com/track/3LLYIitFpZSmXY95rQxw0E?si=312b8035b4de421b
Writing's On The Wall%:%Sam Smith,https://open.spotify.com/track/1PWnAEQcbwQwK759otUbta?si=74b2a151d9b5433a
Prisoner%:%The Weeknd Featuring Lana Del Rey,https://open.spotify.com/track/1gZADNt16Oh23jWyMYRk4p?si=84b2150e88b3431c
Dark Times%:%The Weeknd Featuring Ed Sheeran,https://open.spotify.com/track/6J7PIkhtHwmFjPLq0SyuPj?si=c2a43a53d799402e
Burn Slow%:%Wiz Khalifa Featuring Rae Sremmurd,https://open.spotify.com/track/1otonPYqofxM6B8ejJHXjg?si=2850efb946564ffa
Hey Mama%:%David Guetta Featuring Nicki Minaj,https://open.spotify.com/track/5b2bu6yyATC1zMXDGScJ2d?si=be7a78488b414113
B**** Better Have My Money%:%Rihanna,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq?si=449e975a88ea42cf
This Summer's Gonna Hurt...%:%Maroon 5,https://open.spotify.com/track/3UgBaHTsdpQs6x6jXY419o
G.D.F.R.%:%Flo Rida Featuring Sage The Gemini,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u?si=d3cef11c6eca49bc
Flashlight%:%Jessie J,https://open.spotify.com/track/6SkoBaMd0lzoQjID5aV2d9?si=74a9768bf97e4ce0
Wild Child%:%Kenny Chesney With Grace Potter,https://open.spotify.com/track/050iNgNKEUrJboOnH4Jhm6?si=d6f860dfca1d49f9
Everyday%:%A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,https://open.spotify.com/track/2N3U8uTYhjX2KwGT0pf5x0?si=47f6c2a1153c419c
Old Man%:%Sawyer Fredericks,https://open.spotify.com/track/2Yh8cnpddujSLPOVJKlSDt?si=aee7a61f5b4441c5
I Don't Mind%:%Usher Featuring Juicy J,https://open.spotify.com/track/7aXuop4Qambx5Oi3ynsKQr?si=96dad48606ac47b8
Make It Rain%:%Koryn Hawthorne,https://open.spotify.com/track/1DH1DGQzth0K6YouejlNLY?si=164d0fea179e40be
Lonely Tonight%:%Blake Shelton Featuring Ashley Monroe,https://open.spotify.com/track/3KNtQ1twm53HpEzebdfvgm?si=aad349d3d70d441f
Monster%:%Meek Mill,https://open.spotify.com/track/37EDnGj3yFe5Hs4Zk3s3YF?si=b921e88d8c33472b
Stuck On A Feeling%:%Prince Royce Featuring Snoop Dogg,https://open.spotify.com/track/1IDF4jYiuI17U4BW23EoXV?si=30470fd9dee542e8
Where You Belong%:%The Weeknd,https://open.spotify.com/track/5AYD5mHQHXkUuZRDFNyEyi?si=3fff7e448cd84b3b
I Put A Spell On You%:%Annie Lennox,https://open.spotify.com/track/3sesq9P6ndjuqaq5om7sxT?si=22250a74b7284732
Dangerous%:%David Guetta Featuring Sam Martin,https://open.spotify.com/track/2w2lfwoTELQyN940qM7Nfd?si=24b8afc7f53c49ff
Can't Stop Dancin'%:%Becky G,https://open.spotify.com/track/5NetSTs4dgiR6GLrZOQcwJ?si=58841c31e59e4e7c
Shell Shocked%:%Juicy J,https://open.spotify.com/track/7zBQRGpYImAdIZc97FNj3V?si=429967c830ec4f25
Fireball%:%Pitbull Featuring John Ryan,https://open.spotify.com/track/4Y7XAxTANhu3lmnLAzhWJW?si=50600c68099b40fe
Fancy%:%Iggy Azalea Featuring Charli XCX,https://open.spotify.com/track/16uGgkuyTqneR0gbNWohNz?si=d7592f6ac0b84c21
All Of Me%:%John Legend,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a?si=32dc37d8d8754743
Happy%:%Pharrell Williams,https://open.spotify.com/track/60nZcImufyMA1MKQY3dcCH?si=d43d54136a8144c1
Baby It's Cold Outside%:%Idina Menzel Duet With Michael Buble,https://open.spotify.com/track/0Ie5uiv54KgCr7P4sYDTHl?si=5da6c00361614d1d
Problem%:%Ariana Grande Featuring Iggy Azalea,https://open.spotify.com/track/7vS3Y0IKjde7Xg85LWIEdP?si=b0fdc6b90cb44d04
Dark Horse%:%Katy Perry Featuring Juicy J,https://open.spotify.com/track/5jrdCoLpJSvHHorevXBATy?si=32117e4d549049e0
Or Nah%:%Ty Dolla $ign Featuring Wiz Khalifa,https://open.spotify.com/track/7t2bFihaDvhIrd2gn2CWJO?si=f99073bf668d44fa
Who Do You Love?%:%YG Featuring Drake,https://open.spotify.com/track/7ngdkrVQPgP3AoIxUrTpHT?si=78f001c88c004bc9
Best Day Of My Life%:%American Authors,https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP?si=3995e987b19741b2
Let It Go%:%Idina Menzel,https://open.spotify.com/track/0qcr5FMsEO85NAQjrlDRKo?si=b54cf9a8582845dc
We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song]%:%Pitbull Featuring Jennifer Lopez,https://open.spotify.com/track/1PCvKFPWnTXAe2oaReVUcr?si=74a8a8910e834594
Let Her Go%:%Passenger,https://open.spotify.com/track/1KxwZYyzWNyZSRyErj2ojT?si=80b8831b5b854fa1
I Can't Make You Love Me%:%Josh Kaufman,https://open.spotify.com/track/0QDfwssgneF3kVgBo13lRr?si=769421abc4234f86
Royals%:%Lorde,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3?si=f31efa4c62314582
"Hold On, We're Going Home%:%Christina Grimmie",https://open.spotify.com/track/30S7ayrPfoQ2zBHlJmavTn?si=06b360279d4e4d4f
For The First Time In Forever%:%Kristen Bell,https://open.spotify.com/track/70b5Sq3ePOu3Gqg0hjlOtR?si=41913c3c77964eda
Do You Want To Build A Snowman?%:%Kristen Bell,https://open.spotify.com/track/2yi7HZrBOC4bMUSTcs4VK6?si=b399a3389b314b89
Odio%:%Romeo Santos Featuring Drake,https://open.spotify.com/track/1iLv1ieT9BZ3qsti9yTCnG?si=efe8677af6014fa1
Love Is An Open Door%:%Kristen Bell,https://open.spotify.com/track/3IPnBzGRMg6BfViFxxa0Gq?si=2b104abe40c44951
Wrecking Ball%:%Miley Cyrus,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE?si=f72e7f4485714002
Rap God%:%Eminem,https://open.spotify.com/track/6or1bKJiZ06IlK0vFvY75k?si=78f3dd7b8604405a
Everything Is AWESOME!!!%:%Tegan And Sara Featuring The Lonely Island,https://open.spotify.com/track/58vnVBWfKWIjSVvKTZJly2?si=f8e3df4ddc3e46f8
Do What U Want%:%Lady Gaga Featuring R. Kelly,https://open.spotify.com/track/5XKXMWPACPq51OiqzxenZo?si=74414b71ef8c4c7b
m.A.A.d City%:%Kendrick Lamar Featuring MC Eiht,https://open.spotify.com/track/2cDCojn6uIBM6A5xTAbl3H?si=14a177282f354429
El Perdedor%:%Enrique Iglesias Featuring Marco Antonio Solis,https://open.spotify.com/track/4jMu6QYon1JEikcdTJ1TzR?si=e1fea537430441b9
Applause%:%Lady Gaga,https://open.spotify.com/track/5ka2ajep9OAvU5Sgduhiex?si=0e1d2cdb2bde449c
Hallelujah%:%Matthew Schuler,https://open.spotify.com/track/31BJMDDbKD12ei9mxddZzf?si=eb98235328cf4ef5
Rough Water%:%Travie McCoy Featuring Jason Mraz,https://open.spotify.com/track/56z8UyE4foPVnSrER7lVR5?si=57170908526b4f3f
A Case Of You%:%James Wolpert,https://open.spotify.com/track/6YaB4TXX4s2AJreMQ6cuIj?si=16e4fa796f4e44ce
Beautiful Pain%:%Eminem Featuring Sia,https://open.spotify.com/track/7hiBhOh4s8G0xmGYBAjyuw?si=4c8955144c704df3
Get Lucky%:%Daft Punk Featuring Pharrell Williams,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof?si=c95d1d0b3c1f43cd
Can't Hold Us%:%Macklemore,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn?si=6309257d642c4f3c
Sweeter Than Fiction%:%Taylor Swift,https://open.spotify.com/track/0RFCHlNuTeUHIB36VuVbOL?si=4fe16784f84b4a37
Chinese Food%:%Alison Gold,https://open.spotify.com/track/0oB42rsnUo33pFM3FGq9E5?si=9245dfeff4fe4f63
Loco%:%Enrique Iglesias Featuring Romeo Santos,https://open.spotify.com/track/6yjsa6c8nSGQqXF12vFSpp?si=039f7009fae4498b
Atlas%:%Coldplay,https://open.spotify.com/track/2DI0fZ4QZmLtapszYaoG6F?si=81783c79b57a4e02
F*ckwithmeyouknowigotit%:%Jay Z Featuring Rick Ross,https://open.spotify.com/track/3PBC860LAeS4utDAqlqIe2?si=2c3e37af0ced40aa
Oh Sweet Lorraine%:%Green Shoe Studio Featuring Jacob Colgan,https://open.spotify.com/track/0byFa7HDKamSnzxMPEF6dj?si=9b6dffee790c4695
Crazy Kids%:%Ke$ha Featuring will.i.am Or Juicy J,https://open.spotify.com/track/1sNctqVr9zdS7i1RZNjIgY?si=d42b3a91022540d0
Boys 'round Here%:%Blake Shelton Featuring Pistol Annies,https://open.spotify.com/track/39FwE8edwuyiaa4PrGBkP7?si=d30c2d47e0dc4cd0
Cruisin' For A Bruisin'%:%Ross Lynch,https://open.spotify.com/track/5e3UWcbvTaF5CJWu81MqlQ?si=56daa2ba47b94eb4
Feel This Moment%:%Pitbull Featuring Christina Aguilera,https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl?si=3f0c6610b24e447e
Born To Fly%:%Danielle Bradbery,https://open.spotify.com/track/1rIusB0mmJglKOFmV1iMft?si=e60b8b2149cf475f
Danny's Song%:%The Swon Brothers,https://open.spotify.com/track/2QDx0OJsKHrrjkHbfyP3pv?si=9fc604af23644b46
One%:%Usher,NA
Can't Shake You%:%Gloriana,https://open.spotify.com/track/1lNl7zRexUwxQ20OKONF3A?si=7dc3aa5ca7074a1b
Troublemaker%:%Olly Murs Featuring Flo Rida,https://open.spotify.com/track/6s8nHXTJVqFjXE4yVZPDHR?si=efc9363faddc419e
